Key,Value
HACD3_b2341,44.55213631328867
ECOAH7_b2341,161.57209610507346
HACD8_b2341,56.60501444491819
MCOATA_b1092,
CYTBDpp_b0734,1206.6158115015326
AACPS1_b2836,
AACPS2_b2836,
AACPS3_b2836,11.213432322899529
AACPS4_b2836,
AACPS5_b2836,6.482291296569463
AACPS6_b2836,11.931212062763759
AACPS7_b2836,
2AGPGAT180_b2836,11.822447827223623
2AGPGAT181_b2836,7.490543171864283
AACPS8_b2836,
AACPS9_b2836,8.023986723255728
2AGPEAT160_b2836,11.025976859518632
2AGPGAT141_b2836,
2AGPEAT180_b2836,11.969188282203993
2AGPEAT181_b2836,7.879186347985911
2AGPGAT140_b2836,
2AGPGAT161_b2836,
2AGPEAT140_b2836,
2AGPEAT120_b2836,
2AGPEAT161_b2836,
2AGPEAT141_b2836,
2AGPGAT160_b2836,11.660437439117336
2AGPGAT120_b2836,
PPA_b2502,154.05182931490987
PPA2_b2502,130.6844535252902
PDH_b0115,152.07744635433366
DHAD2_b3771,44.27224531137438
DHAD1_b3771,42.72737613339728
